laptop_ID,Company,Product,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price
436,Lenovo,IdeaPad Slim 3 15IRH10,Notebook,15.3,IPS Panel WUXGA 1920x1200,Intel Core i7-13620H,16GB,512GB SSD,Intel UHD Graphics,No OS,1.59kg,99500
437,Lenovo,IdeaPad Slim 3 15IRH10R,Notebook,15.3,IPS Panel WUXGA 1920x1200,Intel Core 5 210H,24GB,512GB SSD,Intel UHD Graphics,Windows 11,1.59kg,100500
438,MSI,Cyborg 15 A13UC,Gaming,15.6,FHD 1920x1080,Intel Core i5-13420H,4GB,512GB SSD,NVIDIA GeForce RTX 3050,No OS,1.98kg,101900
439,Asus,Vivobook 16X K3605VC,Notebook,16,WUXGA 1920x1200,Intel Core i5-13420H,4GB,512GB SSD,NVIDIA RTX 3050,Windows 11,1.80kg,103000
440,Lenovo,IdeaPad Slim 5 14IRH10,Notebook,14,OLED WUXGA 1920x1200,Intel Core i5-13420H,16GB,512GB SSD,Intel UHD Graphics,Windows 11,1.39kg,104500
441,Tecno,MEGABOOK T15RA,Ultrabook,15.6,FHD 1920x1080,Intel Core i9-13900HK,32GB,1TB SSD,Intel Iris Xe Graphics,No OS,1.56kg,105000
442,Dell,15 DC15250,Notebook,15.6,IPS Panel FHD 1920x1080,Intel Core i7-1355U,16GB,512GB SSD,Intel UHD Graphics,No OS,1.90kg,105500
443,MSI,Modern 15 F1MG,Notebook,15.6,1920x1080,Intel Core 7 150U,8GB,1TB SSD,Intel Graphics,Windows 11,1.7kg,105900
444,HP,Victus Gaming 15-fb3166AX,Gaming,15.6,FHD 1920x1080,AMD Ryzen 5 8645HS,4GB,512GB SSD,NVIDIA GeForce RTX 2050,Windows 11,2.29kg,106500
445,HP,Victus Gaming 15-fb3167AX,Gaming,15.6,FHD 1920x1080,AMD Ryzen 5 8645HS,4GB,512GB SSD,NVIDIA GeForce RTX 2050,Windows 11,2.29kg,106500
446,Lenovo,ThinkPad E14 Gen 6,Ultrabook,14,IPS Panel WUXGA 1920x1200,Intel Core Ultra 5 125U,8GB,512GB SSD,Intel UHD Graphics,No OS,1.41kg,107000
447,Lenovo,IdeaPad Slim 5 14Q8X9,Notebook,14,OLED WUXGA 1920x1200,Snapdragon X Plus X1P-42-100 with NPU,16GB,512GB SSD,Qualcomm Adreno GPU,Windows 11,1.48kg,108000
448,Lenovo,IdeaPad Slim 5 14IMH10,Ultrabook,14,IPS Panel WUXGA 1920x1200,Intel Core Ultra 5 135H,16GB,512GB SSD,Intel Arc Graphics,Windows 11,1.47kg,109000
449,Asus,ExpertBook B1 B1403CVA,Notebook,14,FHD 1920x1080,Intel Core 7 240H,16GB,512GB SSD,Intel UHD Graphics,No OS,1.44kg,110000
450,Asus,ExpertBook B1 B1503CVA,Notebook,15.6,FHD 1920x1080,Intel Core 7 240H,16GB,512GB SSD,Intel UHD Graphics,No OS,1.44kg,110000
451,Lenovo,IdeaPad Slim 5i 16IMH10,Ultrabook,16,IPS Panel WUXGA 1920x1200,Intel Core Ultra 5 135H,16GB,512GB SSD,Intel Arc Graphics,Windows 11,1.85kg,110000
452,Lenovo,LOQ 15IAX9,Gaming,15.6,FHD 1920x1080,Intel Core i5-12450HX,4GB,512GB SSD,NVIDIA GeForce RTX 2050,Windows 11,2.38kg,110500
453,HP,Victus 15-fa1393TX,Gaming,15.6,FHD 1920x1080,Intel Core i5-13420H,4GB,512GB SSD,RTX 2050,Windows 11,2.29kg,110900
454,Asus,VivoBook 16 F1607CA,Ultrabook,16,IPS Panel WUXGA 1920x1200,Intel Core Ultra 5 225H,16GB,512GB SSD,Intel Graphics,Windows 11,1.88kg,111800
455,Lenovo,ThinkPad E14 Gen 7,Ultrabook,14,IPS Panel WUXGA 1920x1200,Intel Core Ultra 5 225U,8GB,512GB SSD,Intel Graphics,No OS,1.34kg,112000
456,Asus,ExpertBook B3 B3405CCA,Ultrabook,14,WUXGA 1920x1200,Intel Core Ultra 5 125H,8GB,512GB SSD,Intel Graphics,Windows 11,1.49kg,112500
457,HP,ProBook 440 G11,Ultrabook,14,IPS Panel FHD 1920x1200,Core Ultra 5-125U,8GB,512GB SSD,Intel UHD Graphics,No OS,1.39kg,113000
458,Asus,ExpertBook B3 B3605CCA,Ultrabook,16,WUXGA 1920x1200,Intel Core Ultra 5 125H,8GB,512GB SSD,Intel Graphics,No OS,1.79kg,113000
459,Dell,PRO 14 PC14250,Ultrabook,14,IPS Panel FHD 1920x1080,Intel Core Ultra 5 225U,8GB,512GB SSD,Intel Graphics,No OS,1.35kg,113500
460,Asus,Vivobook 16 F1607CA,Ultrabook,16,LED WUXGA 1920x1200,Intel Core Ultra 5 225H,16GB,1TB SSD,Intel Graphics,Windows 11,1.88kg,115000
461,Apple,MacBook Neo,Notebook,13,IPS Panel Retina 2408x1506,Apple A18 Pro chip,8GB,512GB SSD,5‑core GPU,macOS,1.23kg,115000
462,Asus,VivoBook 14 F1407CA,Ultrabook,14,IPS Panel WUXGA 1920x1200,Intel Core Ultra 5 225H,16GB,512GB SSD,Intel Graphics,Windows 11,1.46kg,116000
463,Asus,VivoBook 14 F1407CA,Ultrabook,14,IPS Panel WUXGA 1920x1200,Intel Core Ultra 5 225H,16GB,512GB SSD,Intel Graphics,Windows 11,1.46kg,116000
464,Asus,Vivobook 14 M1407KA,Notebook,14,IPS Panel WUXGA 1920x1200,AMD Ryzen AI 5 330,16GB,512GB SSD,AMD Radeon Graphics,Windows 11,1.46kg,116000
465,Asus,VivoBook 14 F1407CA,Ultrabook,14,IPS Panel FHD 1920x1080,Intel Core Ultra 5 225H,16GB,1TB SSD,Intel Arc Graphics is only available in models with Intel Core Ultra 9,Windows 11,1.46kg,118000
466,HP,ProBook 460 G11,Ultrabook,16,IPS Panel WUXGA 1920x1200,Core Ultra 5-125H,8GB,512GB SSD,Intel Arc Graphics,No OS,1.74kg,117500
467,Asus,Vivobook 15 A1504VA,Notebook,15.6,IPS Panel FHD 1920x1080,Intel Core 7 150U,16GB,512GB SSD,Intel Graphics,Windows 11,1.40kg,118000
468,Asus,ExpertBook B3 B3405CCA,Ultrabook,14,WUXGA 1920x1200,Intel Core Ultra 7 255H,8GB,512GB SSD,Intel Graphics,No OS,1.52kg,118000
469,Asus,Vivobook S14 M3407HA,Notebook,14,IPS Panel WUXGA 1920x1200,AMD Ryzen 5 220,16GB,1TB SSD,AMD Radeon Graphics,Windows 11,1.40kg,119000
470,Asus,Vivobook 16 F1607CA,Ultrabook,16,LED WUXGA 1920x1200,Intel Core Ultra 5 225H,16GB,1TB SSD,Intel Graphics,Windows 11,1.88kg,119000
471,HP,Victus Gaming 15-fa2275TX,Gaming,15.6,FHD 1920x1080,Intel Core i5-13420H,6GB,512GB SSD,NVIDIA GeForce RTX 3050,Windows 11,2.29kg,119900
472,HP,Victus Gaming 15-fa2276TX,Gaming,15.6,FHD 1920x1080,Intel Core i5-13420H,6GB,512GB SSD,NVIDIA GeForce RTX 3050,Windows 11,2.29kg,119900
473,Asus,Vivobook 15 A1504VA,Notebook,15.6,IPS Panel FHD 1920x1080,Intel Core 7 150U,16GB,512GB SSD,Intel Graphics,Windows 11,1.40kg,120500
474,Asus,TUF Gaming F16 FX607VB,Gaming,16,WUXGA 1920x1200,Intel Core 5 210H,4GB,512GB SSD,RTX 3050A,Windows 11,2.20kg,120800
475,Lenovo,IdeaPad Slim 5 14IRH10R,Notebook,14,IPS Panel WUXGA 1920x1200,Intel Core 7 240H,16GB,1TB SSD,Intel UHD Graphics,Windows 11,1.47kg,121500
476,Lenovo,LOQ 15IAX9E,Gaming,15.6,FHD 1920x1080,Intel Core i5-12450HX,6GB,512GB SSD,NVIDIA GeForce RTX 3050,Windows 11,1.77kg,122000
477,HP,OmniBook 5 Flip x360 14-fp0136TU,2 in 1 Convertible,14,IPS Panel Touchscreen 2K 1920x1200,Core i5 1334U,16GB,1TB SSD,Intel Graphics,Windows 11,1.62kg,122000
478,HP,OmniBook 5 Flip x360 14-fp0133TU,2 in 1 Convertible,14,IPS Panel Touchscreen 2K 1920x1200,Core 5 120U,16GB,1TB SSD,Intel Graphics,Windows 11,1.62kg,122000
479,Asus,ExpertBook B1 B1403CVA,Notebook,14,IPS Panel FHD 1920x1080,Intel Core 7 150U,16GB,512GB SSD,Intel UHD Graphics,Windows 11,1.40kg,122000
480,Dell,Latitude 5450,Ultrabook,14,FHD 1920x1080,Intel Core Ultra 5 125U,8GB,512GB SSD,Intel graphics for Intel Core Ultra 5 125U processor,No OS,1.40kg,122500
481,Acer,ALG AL15G-53,Gaming,15.6,FHD 1920x1080,Intel Core 5 210H,6GB,512GB SSD,NVIDIA GeForce RTX 3050,No OS,1.99kg,122500
482,MSI,Cyborg 15 A13VE,Gaming,15.6,FHD 1920x1080,Intel Core i5-13420H,6GB,512GB SSD,NVIDIA GeForce RTX 4050,No OS,1.98kg,123900
483,MSI,Cyborg 15 Black Edition A13UC,Gaming,15.6,FHD 1920x1080,Intel Core i5-13420H,16GB,512GB SSD,NVIDIA GeForce RTX 3050,No OS,1.98kg,125000
484,Asus,VivoBook S14 S3407VA,Notebook,14,IPS Panel WUXGA 1920x1200,Intel Core 5 210H,16GB,512GB SSD,Intel Graphics,Windows 11,1.40kg,128000
485,Asus,EXPERTBOOK P3 G1,Ultrabook,14,IPS Panel WUXGA 1920x1200,Intel Core Ultra 7 255H,16GB,512GB SSD,Intel Arc 140T,No OS,1.49kg,129000
486,HP,Victus Gaming 15-fb3180AX,Gaming,15.6,FHD 1920x1080,AMD Ryzen 7 7445H,4GB,1TB SSD,NVIDIA GeForce RTX 3050,Windows 11,2.29kg,129500
487,Dell,Latitude 5450,Ultrabook,14,IPS Panel FHD 1920x1080,Intel Core Ultra 5 125U,16GB,512GB SSD,Intel UHD Graphics,No OS,1.40kg,130000
488,Lenovo,LOQ 15IAX9,Gaming,15.6,FHD 1920x1080,Intel Core i5-12450HX,6GB,512GB SSD,NVIDIA GeForce RTX 3050,Windows 11,2.38kg,131500
489,Lenovo,IdeaPad Slim 5 14IRH10R,Notebook,14,IPS Panel WUXGA 1920x1200,Intel Core 5 210H,32GB,1TB SSD,Intel UHD Graphics,Windows 11,1.47kg,132000
490,Asus,VivoBook S14 S3407CA,Ultrabook,14,IPS Panel WUXGA 1920x1200,Intel Core Ultra 5 225H,16GB,1TB SSD,Intel Graphics,Windows 11,1.40kg,133000
491,Asus,VivoBook S14 S3407VA,Notebook,14,IPS Panel WUXGA 1920x1200,Intel Core 5 210H,16GB,1TB SSD,Intel Graphics,Windows 11,1.40kg,133000
492,Asus,TUF Gaming A15 FA506NCG,Gaming,15.6,FHD 1920x1080,AMD Ryzen 7 7445HS,4GB,512GB SSD,NVIDIA GeForce RTX 3050,Windows 11,2.30kg,134000
493,Asus,Vivobook S14 M3407HA,Notebook,14,IPS Panel WUXGA 1920x1200,AMD Ryzen 7 260,16GB,1TB SSD,AMD Radeon Graphics,Windows 11,1.40kg,134000
494,HP,ProBook 440 G11,Ultrabook,14,IPS Panel FHD 1920x1200,Core Ultra 7-155U,8GB,512GB SSD,Intel UHD Graphics,No OS,1.39kg,135000
495,Asus,TUF Gaming A15 FA506NCQ,Gaming,15.6,FHD 1920x1080,AMD Ryzen 7 170,4GB,512GB SSD,NVIDIA GeForce RTX 3050,Windows 11,2.20kg,135000
496,Lenovo,ThinkPad L14 Gen 6,Ultrabook,14,IPS Panel WUXGA 1920x1200,Intel Core Ultra 5 225U,16GB,512GB SSD,Intel Graphics,No OS,1.38kg,135500
497,Lenovo,IdeaPad 5 2-in-1 14IAL10,2 in 1 Convertible,14,IPS Panel Touchscreen WUXGA 1920x1200,Intel Core Ultra 5 225H,16GB,512GB SSD,Intel Arc 140T GPU,Windows 11,1.6kg,137000
498,Lenovo,LOQ 15IAX9,Gaming,15.6,FHD 1920x1080,Intel Core i5-13450HX,6GB,512GB SSD,NVIDIA GeForce RTX 3050,Windows 11,2.38kg,137500
499,HP,ProBook 460 G11,Ultrabook,16,IPS Panel WUXGA 1920x1200,Core Ultra 7-155H,8GB,512GB SSD,Intel Arc Graphics,No OS,1.74kg,137500
500,Asus,Vivobook 16 M1607GA,Notebook,16,IPS Panel WUXGA 1920x1200,AMD Ryzen AI 7 445,16GB,512GB SSD,AMD Radeon Graphics,Windows 11,1.88kg,138000
501,Asus,Vivobook 16 M1607GA,Notebook,16,IPS Panel WUXGA 1920x1200,AMD Ryzen AI 7 445,16GB,512GB SSD,AMD Radeon Graphics,Windows 11,1.88kg,138000
502,Lenovo,IdeaPad Slim 5 14AKP10,Notebook,14,OLED WUXGA 1920x1200,AMD Ryzen AI 7 350,32GB,512GB SSD,AMD Radeon 820M Graphics,Windows 11,1.39kg,TBA
503,Lenovo,LOQ 15IRX9,Gaming,15.6,FHD 1920x1080,Intel Core i5-13450HX,6GB,512GB SSD,NVIDIA GeForce RTX 3050,Windows 11,2.38kg,139500
504,Asus,ExpertBook P5 P5405CSA,Ultrabook,14,WQXGA 2560x1600,Intel Core Ultra 5,16GB,1TB SSD,Intel Arc 130V GPU,No OS,1.23kg,142000
505,Lenovo,Yoga Slim 7 14IMH9,2 in 1 Convertible,14,OLED WUXGA 1920x1200,Intel Core Ultra 5 125H,16GB,512GB SSD,Intel Arc Graphics,Windows 11,1.39kg,142500
506,Lenovo,Yoga 7 2-in-1 14IML9,2 in 1 Convertible,14,OLED Touchscreen WUXGA 1920x1200,Intel Core Ultra 5 125H,16GB,512GB SSD,Intel Arc Graphics,Windows 11,1.49kg,143500
507,HP,EliteBook 840 G11,Ultrabook,14,IPS Panel FHD 1920x1200,Core Ultra 5 125U,16GB,512GB SSD,Intel Graphics,No OS,1.41kg,145000
508,Microsoft,"13"" Surface Laptop",Ultrabook,13,IPS Panel Touchscreen 1920x1280,Snapdragon X Plus,16GB,256GB SSD,Qualcomm Adreno GPU,Windows 11,1.22kg,145000
509,Acer,Swift Go 14 SFG14-73,Ultrabook,14,OLED WQXGA 2880x1800,Intel Core Ultra 7 155H,16GB,1TB SSD,Intel Arc Graphics,Windows 11,1.32kg,146000
510,Lenovo,LOQ 15IRX9,Gaming,15.6,FHD 1920x1080,Intel Core i7-13650HX,6GB,512GB SSD,NVIDIA GeForce RTX 3050,Windows 11,2.38kg,147000
511,Gigabyte,Gaming A16 GA6H CMH,Gaming,16,FHD 1920x1080,Intel Core i7-13620H,16GB,512GB SSD,NVIDIA RTX 5050,Windows 11,2.2kg,150000
512,Lenovo,IdeaPad 5 2-in-1 14IAL10,2 in 1 Convertible,14,IPS Panel Touchscreen WUXGA 1920x1200,Intel Core Ultra 7 255H,16GB,512GB SSD,Intel Arc 140T GPU,Windows 11,1.6kg,152000
513,Walton,ACC KARONDA GX713H,Gaming,15.3,IPS Panel WQXGA 2560x1600,Intel Core i7-13620H,6GB,1TB SSD,RTX 4050,Windows 11,2.0kg,146500
514,Asus,Vivobook S14 S3407CA,Ultrabook,14,IPS Panel WUXGA 1920x1200,Intel Core Ultra 7 255H,16GB,1TB SSD,Intel Arc Graphics is only available in models with Intel Core Ultra 9,Windows 11,1.40kg,153000
515,Lenovo,Yoga 7 2-in-1 14AHP9,2 in 1 Convertible,14,Touchscreen WUXGA 1920x1200,AMD Ryzen 7 8840HS with NPU,16GB,1TB SSD,AMD Radeon 780M Graphics,Windows 11,1.61kg,155000
516,Lenovo,IdeaPad 5 2-in-1 14AKP10,2 in 1 Convertible,14,OLED Touchscreen WUXGA 1920x1200,AMD Ryzen AI 7 350,24GB,512GB SSD,AMD Radeon 840M Graphics,Windows 11,1.5kg,155000
517,Asus,V16 V3607VH,Gaming,16,WUXGA 1920x1200,Intel Core 5 210H,8GB,1TB SSD,NVIDIA GeForce RTX 5050,Windows 11,1.95kg,155000
518,Asus,ZENBOOK 14 OLED UX3405CA,Ultrabook,14,OLED WUXGA 1920x1200,Intel Core Ultra 5 225H,16GB,512GB SSD,Intel Arc Graphics,Windows 11,1.28kg,158000
519,Asus,ZENBOOK 14 OLED UX3405CA,Ultrabook,14,OLED Touchscreen WUXGA 1920x1200,Intel Core Ultra 5 225H,16GB,512GB SSD,Intel Arc Graphics,Windows 11,1.28kg,158000
520,Lenovo,Yoga 7 2-in-1 14IML9,2 in 1 Convertible,14,OLED Touchscreen WUXGA 1920x1200,Intel Core Ultra 5 125H,16GB,1TB SSD,Intel Arc Graphics,Windows 11,1.49kg,160000
521,Asus,Asus Vivobook S 16 OLED M5606KA,Notebook,16,OLED 2880x1800,AMD Ryzen AI 5 340,16GB,512GB SSD,AMD Radeon Graphics,Windows 11,1.50kg,160000
522,Lenovo,LOQ 15IRX9,Gaming,15.6,FHD 1920x1080,Intel Core i7-13650HX,16GB,512GB SSD,NVIDIA GeForce RTX 4050,Windows 11,2.38kg,160000
523,Lenovo,Yoga 7 2-in-1 14IML9,2 in 1 Convertible,14,OLED Touchscreen WQXGA 2880x1800,Intel Core Ultra 5 125H,16GB,512GB SSD,Intel Arc Graphics,Windows 11,1.49kg,160000
524,Lenovo,Yoga Slim 7 14IMH9,2 in 1 Convertible,14,OLED WUXGA 1920x1200,Intel Core Ultra 5 125H,16GB,512GB SSD,Intel Arc Graphics,Windows 11,1.39kg,160000
525,Walton,ACC WAXJAMBU GL714HX,Gaming,16,IPS Panel WQXGA 2560x1600,Intel Core i7-14650HX,8GB,1TB SSD,RTX 4060,Windows 11,2.4kg,156000
526,Asus,Zenbook 14 OLED UM3406GA,Notebook,14,OLED WUXGA 1920x1200,AMD Ryzen AI 5 430,16GB,512GB SSD,AMD Radeon 840M Graphics,Windows 11,1.20kg,163000
527,Asus,TUF Gaming A16 FA607NUG,Gaming,16,FHD 1920x1080,AMD Ryzen 7 7445HS,16GB,1TB SSD,NVIDIA GeForce RTX 4050,Windows 11,2.20kg,165000
528,Microsoft,Surface Pro 12,Ultrabook,12,Touchscreen 2196x1464,Snapdragon X Plus,16GB,256GB SSD,Qualcomm Adreno GPU,Windows 11,0.68kg,165000
529,Apple,MacBook Air 15 inch,Notebook,15,Touchscreen Retina 2880x1864,Apple M4 chip,16GB,256GB SSD,10-core GPU,macOS,1.51kg,168000
530,Asus,TUF Gaming A16 FA607NUQ,Gaming,16,WUXGA 1920x1200,AMD Ryzen 7 170,16GB,512GB SSD,NVIDIA GeForce RTX 4050,Windows 11,2.20kg,169000
531,Microsoft,Surface Pro 10,Ultrabook,13,Touchscreen 2880x1920,Intel Core Ultra 5 135U,16GB,256GB SSD,Intel Graphics,Windows 11,0.86kg,160000
532,Apple,MacBook Air 13 inch,Notebook,13,Touchscreen Retina 2560x1664,Apple M4 chip,16GB,512GB SSD,10-core GPU,macOS,1.24kg,165000
533,Apple,MacBook Air 13 inch,Notebook,13,Retina 2560x1664,Apple M5 chip,16GB,512GB SSD,8‑core GPU,macOS,1.23kg,165000
534,MSI,Cyborg 15 B13WEKG,Gaming,15.6,FHD 1920x1080,Intel Core i7-13620H,8GB,512GB SSD,NVIDIA GeForce RTX 5050,No OS,2.1kg,170000
535,Tecno,MEGABOOK S14,Ultrabook,14,OLED 2800x1600,"Core Ultra 9 185H, up to 5.10GHz",32GB,2TB SSD,Intel Arc Graphics,No OS,0.9kg,170000
536,Lenovo,LOQ 15IRX10,Gaming,15.6,FHD 1920x1080,Intel Core i7-13650HX,8GB,512GB SSD,NVIDIA GeForce RTX 5050,No OS,2.4kg,170500
537,Lenovo,Yoga 7 2-in-1 14AKP10,2 in 1 Convertible,14,OLED Touchscreen WUXGA 1920x1200,AMD Ryzen AI 7 350,32GB,1TB SSD,AMD Radeon 840M Graphics,Windows 11,1.38kg,175000
538,Lenovo,Yoga 7 2-in-1 14AKP10,2 in 1 Convertible,14,OLED Touchscreen WUXGA 1920x1200,AMD Ryzen AI 7 350,32GB,1TB SSD,AMD Radeon 840M Graphics,Windows 11,1.38kg,175000
539,MSI,Cyborg A15 AI B2HWFKG,Gaming,15.6,IPS Panel FHD 1920x1080,AMD RYZEN 7 260,8GB,512GB SSD,NVIDIA GeForce RTX 5060,No OS,2.1kg,175000
540,Asus,TUF Gaming F16 FX608JH,Gaming,16,WUXGA 1920x1200,Intel Core i5-13450HX,8GB,512GB SSD,NVIDIA GeForce RTX 5050,Windows 11,2.20kg,178000
541,Gigabyte,AORUS MASTER 16 BYH,Gaming,16,FHD 1920x1080,AMD Ryzen AI 7 350,8GB,1TB SSD,RTX 5060,Windows 11,1.9kg,179000
542,Asus,Zenbook A14 UX3407RA,Notebook,14,OLED WUXGA 1920x1200,Snapdragon X Elite X1E 78 100,16GB,1TB SSD,Qualcomm Adreno GPU,Windows 11,0.98kg,182000
543,Microsoft,Surface Pro 12,Ultrabook,12,Touchscreen 2196x1464,Snapdragon X Plus,16GB,512GB SSD,Qualcomm Adreno GPU,Windows 11,0.68kg,185000
544,MSI,Katana 15 HX B14WEK,Gaming,15.6,QHD 2560x1440,Intel Core i7-14650HX,8GB,512GB SSD,NVIDIA GeForce RTX 5050,No OS,2.4kg,185000
545,Lenovo,Yoga Slim 7 14Q8X9,2 in 1 Convertible,14.5,2944x1840,Snapdragon X Elite X1E-78-100,16GB,512GB SSD,Qualcomm Adreno GPU,Windows 11,1.28kg,187000
546,Asus,TUF Gaming A14 FA401UH,Gaming,14,WQXGA 2560x1600,AMD Ryzen 7 260,16GB,512GB SSD,NVIDIA GeForce RTX 5050,Windows 11,1.46kg,192000
547,Asus,Zenbook 14 OLED UX3405CA,Ultrabook,14,OLED Touchscreen WUXGA 1920x1200,Intel Core Ultra 7 255H,16GB,512GB SSD,Intel Arc Graphics,Windows 11,1.28kg,193000
548,Lenovo,Yoga Slim 7 14ILL10,2 in 1 Convertible,14,OLED WUXGA 1920x1200,Intel Core Ultra 7 258V,32GB,512GB SSD,Intel Arc Graphics 130V,Windows 11,1.19kg,174000
549,Lenovo,Yoga Slim 7 14ILL10,2 in 1 Convertible,14,OLED WUXGA 1920x1200,Intel Core Ultra 7 258V,32GB,512GB SSD,Intel Arc Graphics 140V,Windows 11,1.19kg,195000
550,Dell,PRO 14 PC14250,Ultrabook,14,IPS Panel FHD 1920x1080,Intel Core Ultra 7 225U,16GB,512GB SSD,Intel Graphics,No OS,1.35kg,195000
551,Asus,V16 V3607VH,Gaming,16,WUXGA 1920x1200,Intel Core 7 240H,8GB,512GB SSD,NVIDIA GeForce RTX 5050,Windows 11,1.95kg,195000
552,Lenovo,Yoga Slim 7 14IMH9,2 in 1 Convertible,14,OLED WUXGA 1920x1200,Intel Core Ultra 9 185H,32GB,1TB SSD,Intel Arc Graphics,Windows 11,1.39kg,196000
553,Lenovo,Legion 5 15IRX10,Gaming,15.1,WQXGA 2560x1600,Intel Core i7-14700HX,8GB,512GB SSD,NVIDIA GeForce RTX 5050,Windows 11,1.9kg,200000
554,Asus,TUF Gaming A16 FA608UM,Gaming,16,WUXGA 1920x1200,AMD Ryzen 7 260,8GB,512GB SSD,NVIDIA GeForce RTX 5060,Windows 11,2.20kg,200000
555,Apple,MacBook Air 13 inch,Notebook,13,Touchscreen Retina 2560x1664,Apple M5 chip,16GB,1TB SSD,10‑core GPU,macOS,1.23kg,205000
556,Asus,TUF Gaming A16 FA608UH,Gaming,16,FHD 1920x1080,AMD Ryzen 7 260,16GB,512GB SSD,NVIDIA GeForce RTX 5050,Windows 11,2.20kg,215000
557,Apple,MacBook Air 15 inch,Notebook,15,Retina 2880x1864,Apple M5 chip,16GB,1TB SSD,10‑core GPU,macOS,1.51kg,215000
558,MSI,Katana 15 HX B14WEK,Gaming,15.6,QHD 2560x1440,Intel Core i9-14900HX,8GB,512GB SSD,NVIDIA GeForce RTX 5050,No OS,2.4kg,220000
559,Asus,Zenbook S 14 OLED UX5406SA,Ultrabook,14,OLED 2880x1800,Intel Core Ultra 7 256V,16GB,1TB SSD,Intel Arc Graphics,Windows 11,1.20kg,228000
560,HP,OmniBook Ultra Flip x360 14-fh0103TU,2 in 1 Convertible,14,OLED Touchscreen 2880x1800,Core Ultra 7 256V,16GB,1TB SSD,Intel Graphics,Windows 11,1.3kg,229000
561,HP,OmniBook Ultra Flip x360 14-fh0104TU,2 in 1 Convertible,14,OLED Touchscreen 2880x1800,Core Ultra 7 256V,16GB,1TB SSD,Intel Graphics,Windows 11,1.3kg,229000
562,Lenovo,Legion Pro 5 16ADR10,Gaming,16,OLED WQXGA 2560x1600,AMD Ryzen 7 8745HX,8GB,1TB SSD,RTX 5060,Windows 11,2.3kg,235000
563,Asus,TUF Gaming F16 FX608JHI,Gaming,16,FHD 1920x1080,Intel Core i7 14650HX,8GB,1TB SSD,NVIDIA GeForce RTX 5050,Windows 11,2.20kg,235000
564,Lenovo,Legion Pro 5 16ADR10,Gaming,16,OLED,AMD Ryzen 7 8745HX,8GB,1TB SSD,RTX 5060,Windows 11,2.3kg,240000
565,Apple,MacBook Pro M5,Notebook,14,Touchscreen Retina 3024x1964,Apple M5 chip,16GB,1TB SSD,10-core GPU,macOS,1.55kg,245000
566,Lenovo,Legion 5 15IRX10,Gaming,15.1,WQXGA 2560x1600,Intel Core i7-14700HX,8GB,512GB SSD,NVIDIA GeForce RTX 5070,Windows 11,1.9kg,248500
567,Asus,ROG Strix G16 G614PH,Gaming,16,2560x1600,AMD Ryzen 9 8940HX,16GB,512GB SSD,NVIDIA GeForce RTX 5050,Windows 11,2.50kg,250000
568,Asus,TUF Gaming F16 FX608JMR,Gaming,16,FHD 1920x1080,Core i7-14650HX,16GB,1TB SSD,NVIDIA GeForce RTX 5060,Windows 11,2.20kg,260000
569,Asus,TUF Gaming F16 FX608JMI,Gaming,16,WUXGA 1920x1200,Intel Core i7 14650HX,8GB,1TB SSD,NVIDIA GeForce RTX 5060,Windows 11,2.20kg,260000
570,Asus,Zenbook S 16 OLED UM5606GA,Notebook,16,OLED 2880x1800,AMD Ryzen AI 7 350,32GB,1TB SSD,AMD Radeon Graphics,Windows 11,1.50kg,264000
571,Lenovo,Legion 5 15AKP10,Gaming,15.1,OLED WQXGA 2560x1600,AMD Ryzen AI 7 350,8GB,512GB SSD,RTX 5070,Windows 11,2kg,270000
572,Lenovo,Legion 5 15IAX10,Gaming,15.1,OLED,Intel Core Ultra 7 255HX,8GB,512GB SSD,NVIDIA GeForce RTX 5060,Windows 11,1.9kg,274000
573,Lenovo,Yoga Slim 9 14ILL10,2 in 1 Convertible,14,OLED Touchscreen 4K 3840x2400,Intel Core Ultra 7 258V,32GB,1TB SSD,Intel Arc Graphics 140V,Windows 11,1.23kg,280000
574,Acer,Predator Helios Neo 16S AI PHN16S-71,Gaming,16,2560x1600,Intel Core Ultra 7 255HX,8GB,1TB SSD,NVIDIA GeForce RTX 5050,Windows 11,2.3kg,285000
575,Lenovo,Yoga Book 9 13IMU9,2 in 1 Convertible,13.3,OLED Touchscreen 2880x1800,Intel Core Ultra 7 155U,16GB,1TB SSD,Intel Arc Graphics,Windows 11,1.34kg,287000
576,Asus,TUF Gaming F16 FX608JPR,Gaming,16,WUXGA 1920x1200,Core i7-14650HX,16GB,1TB SSD,NVIDIA GeForce RTX 5070,Windows 11,2.20kg,290000
577,Acer,Predator Helios Neo 16S AI PHN16S-71-73WM,Gaming,16,2560x1600,Intel Core Ultra 7 255HX,8GB,1TB SSD,NVIDIA GeForce RTX 5060,Windows 11,2.30kg,279900
578,Lenovo,Yoga Pro 7 14IAH10,2 in 1 Convertible,14.5,OLED Touchscreen 3000x1876,Intel Core Ultra 9 285H,32GB,1TB SSD,Intel Arc 140T GPU,Windows 11,1.54kg,298000
579,Lenovo,Yoga Book 9 14IAH10,2 in 1 Convertible,14,OLED Touchscreen WQXGA 2880x1800,Intel Core Ultra 9 285H,32GB,1TB SSD,Intel Arc Graphics,Windows 11,1.219kg,299000
